X,Y
0.241790E+0010,0.132176E+0010
0.241704E+0010,0.132342E+0010
0.241617E+0010,0.132509E+0010
0.241530E+0010,0.132675E+0010
0.241443E+0010,0.132841E+0010
0.241356E+0010,0.133007E+0010
0.241269E+0010,0.133173E+0010
0.241181E+0010,0.133339E+0010
0.241094E+0010,0.133505E+0010
0.241006E+0010,0.133671E+0010
0.240919E+0010,0.133837E+0010
0.240831E+0010,0.134003E+0010
0.240743E+0010,0.134168E+0010
0.240655E+0010,0.134334E+0010
0.240567E+0010,0.134500E+0010
0.240479E+0010,0.134665E+0010
0.240391E+0010,0.134831E+0010
0.240303E+0010,0.134996E+0010
0.240214E+0010,0.135161E+0010
0.240125E+0010,0.135327E+0010
0.240037E+0010,0.135492E+0010
0.239948E+0010,0.135657E+0010
0.239859E+0010,0.135822E+0010
0.239770E+0010,0.135987E+0010
0.239681E+0010,0.136152E+0010
0.239592E+0010,0.136317E+0010
0.239502E+0010,0.136482E+0010
0.239413E+0010,0.136647E+0010
0.239323E+0010,0.136812E+0010
0.239234E+0010,0.136976E+0010
0.239144E+0010,0.137141E+0010
0.239054E+0010,0.137305E+0010
0.238964E+0010,0.137470E+0010
0.238874E+0010,0.137634E+0010
0.238784E+0010,0.137799E+0010
0.238694E+0010,0.137963E+0010
0.238603E+0010,0.138127E+0010
0.238513E+0010,0.138292E+0010
0.238422E+0010,0.138456E+0010
0.238331E+0010,0.138620E+0010
0.238240E+0010,0.138784E+0010
0.238150E+0010,0.138948E+0010
0.238059E+0010,0.139112E+0010
0.237967E+0010,0.139275E+0010
0.237876E+0010,0.139439E+0010
